R,<1|SO|3>,<2|SO|3>
1.0,93.50657572782625,-29.724220292915604
1.0195876288659793,94.16208813272546,-27.840639421761683
1.0391752577319586,94.789937519182,-25.790070674217155
1.0587628865979382,95.37181827258645,-23.655785566577272
1.0783505154639175,95.88942477639826,-21.521055652864916
1.0979381443298968,96.32445140977941,-19.46915253692325
1.1175257731958763,96.66334630342082,-17.59579162279257
1.1371134020618556,96.896242267499,-16.071757987741158
1.156701030927835,97.08179690813128,-15.206303400878845
1.1762886597938145,97.35243415702449,-15.33659118001176
1.1958762886597938,97.15200002237674,-16.103127688219992
1.215463917525773,96.97342627072292,-17.084171275009258
1.2350515463917526,96.93912890373512,-18.170377817454646
1.254639175257732,96.84855700435487,-19.3269257255587
1.2742268041237113,96.69909533290424,-20.533804347486512
1.2938144329896908,96.49857625660725,-21.776856539257505
1.31340206185567,96.28482268535416,-23.044288604193895
1.3329896907216494,95.75461386730294,-24.184488301732625
1.352577319587629,95.46411576744889,-25.51106373811088
1.3721649484536083,95.12243198085235,-26.861717777035622
1.3917525773195876,94.72387453794032,-28.37636322139931
1.4113402061855669,94.32974462863612,-29.752125837619545
1.4309278350515464,93.93252364868475,-31.124002880243342
1.4505154639175257,93.52791994193962,-32.50370791456113
1.4701030927835053,93.12102983595972,-33.894001758232996
1.4896907216494846,92.71601450270546,-35.29534803983783
1.5092783505154639,92.13268491881382,-36.59744281060439
1.5288659793814432,91.74175274084358,-38.01599615329441
1.5484536082474225,91.37613908275803,-39.44977998012252
1.5680412371134018,91.0316951749936,-40.89325225364329
1.5876288659793816,90.70734100937509,-42.3434466397836
1.6072164948453609,90.40716765955244,-43.7975599231842
1.6268041237113402,90.09986039282701,-45.236563050259356
1.6463917525773195,89.90505008862226,-46.74363665390147
1.6659793814432988,89.58065024536387,-48.139229784152974
1.6855670103092784,89.57268842576399,-49.736739980584204
1.7051546391752577,89.39159067881468,-51.17743190442268
1.724742268041237,89.03947516534183,-52.44356134198588
1.7443298969072165,88.64651947884195,-53.622442719112655
1.7639175257731958,88.2203686151493,-54.76511731947343
1.7835051546391751,87.842311377756,-56.337258720133796
1.8030927835051545,87.2690990660784,-56.94598993427674
1.822680412371134,86.4927116596239,-57.399695484127975
1.8422680412371133,85.87596136287029,-57.895723505839364
1.8618556701030928,85.18405382948643,-58.30171723174824
1.8814432989690721,84.41723343890088,-58.64719137288191
1.9010309278350515,83.54050972852279,-58.968786379391645
1.9206185567010308,82.34524253285349,-59.17526200034538
1.9402061855670103,81.17869754131829,-59.67379688078584
1.9597938144329896,79.97518374780422,-60.127284835002826
1.979381443298969,78.30839260232322,-61.0776489260488
1.9989690721649485,76.11703874953511,-62.50668923422913
2.0185567010309278,74.16904836956573,-64.97812888931685
2.038144329896907,66.93721318545204,-71.36864083482716
2.0577319587628864,53.7807052504159,-77.58262852265584
2.0773195876288657,56.02193893340037,-72.7946180480983
2.096907216494845,65.61816464726414,-66.86459573498149
2.1164948453608248,69.04001168018146,-65.29189619175537
2.136082474226804,65.76686337884263,-66.39761654594616
2.1556701030927834,61.42276502321876,-67.54731949564795
2.175257731958763,59.612534789720385,-67.73280314116623
2.1948453608247425,59.09560573208424,-67.50763630450776
2.2144329896907218,58.32145128033373,-67.32978856600948
2.234020618556701,57.02333741653953,-67.28371330597182
2.2536082474226804,55.63108775441225,-67.28815620781724
2.2731958762886597,54.43785765274916,-67.28427377144449
2.292783505154639,53.36282716345957,-67.27593230840907
2.3123711340206183,52.28449409627554,-67.26783736837632
2.3319587628865976,51.168516625849804,-67.25710524973474
2.3515463917525774,50.04212070110155,-67.23625534554328
2.3711340206185567,48.926629236317645,-67.20084230692964
2.390721649484536,47.81445685284118,-67.16147745377062
2.4103092783505153,46.69330669265267,-67.13056814302145
2.4298969072164947,45.55416601611227,-67.11286946368354
2.449484536082474,44.390905969558965,-67.10618412474949
2.4690721649484537,43.19839287640744,-67.10812399832332
2.488659793814433,41.973802671443686,-67.11793700249194
2.5082474226804123,40.71524605439851,-67.13519721738898
2.5278350515463917,39.426742397718414,-67.15943033665755
2.547422680412371,38.119489852274015,-67.19017429339424
2.5670103092783503,36.805922968408275,-67.22702292145947
2.5865979381443296,35.50280468766632,-67.27022535961022
2.606185567010309,34.2284919247895,-67.32025509583342
2.625773195876288,32.999620486670956,-67.37756721097517
2.645360824742268,31.829995878246326,-67.44260955452006
2.6649484536082473,30.732555297836168,-67.5157774597265
2.6845360824742266,29.715042155518105,-67.59712480360079
2.7041237113402063,28.782617654689478,-67.68653295945967
2.7237113402061857,27.93925280671969,-67.7837547534051
2.743298969072165,27.186370255863643,-67.88827463133728
2.7628865979381443,26.525023999168983,-67.99958514421067
2.7824742268041236,25.955807617651303,-68.11772151477699
2.802061855670103,25.47901095916587,-68.24307632394525
2.821649484536082,25.095049473803392,-68.37495213159099
2.8412371134020615,24.80471850167794,-68.5094455324761
2.860824742268041,24.608883170125818,-68.64206948717114
2.8804123711340206,24.50840926453369,-68.76833661795325
2.9,24.504163057974512,-68.88375930610854
