1.2 73593.94509293718
1.2076 71290.39506320862
1.2152 69137.45599313281
1.2227999999999999 67126.69505309872
1.2304 65250.10921216686
1.238 63500.10291207151
1.2456 61869.46708778695
1.2532 60351.35944452757
1.2608 58939.2859065799
1.2684 57627.083158613226
1.276 56408.90220509107
1.2835999999999999 55279.19287812733
1.2912 54232.68922861542
1.2988 53264.39573971278
1.3064 52369.57430580216
1.3139999999999998 51543.73192388605
1.3215999999999999 50782.609048006736
1.3292 50082.16856073204
1.3367999999999998 49438.58531901648
1.3443999999999998 48848.2362348374
1.3519999999999999 48307.69085393388
1.3596 47813.7023987344
1.3672 47363.19924416642
1.3747999999999998 46953.27679749152
1.3823999999999999 46581.189755613246
1.39 46244.34471546547
1.3976 45940.29311510972
1.4052 45666.72448505629
1.4127999999999998 45421.45999107922
1.4203999999999999 45202.446251425405
1.428 45007.74941282567
1.4356 44835.54947110667
1.4432 44684.13482348065
1.4507999999999999 44551.89704076153
1.4584 44437.32584882276
1.466 44339.00430958351
1.4735999999999998 44255.604192685954
1.4811999999999999 44185.88152981661
1.4888 44128.67234433228
1.4964 44082.88854947929
1.504 44047.51400905442
1.5116 44021.600754845334
1.5192 44004.26535561805
1.5268 43994.68543279159
1.5344 43992.09631826006
1.542 43995.787850097186
1.5495999999999999 44005.101302109615
1.5572 44019.42644339951
1.5648 44038.19872425795
1.5724 44060.89658484219
1.58 44087.03888319628
1.5876 44116.18243455952
1.5952 44147.91962112239
1.6028 44181.87612940147
1.6104 44217.70884685246
1.618 44255.10386148497
1.6256 44293.77455667514
1.6332 44333.45979867644
1.6408 44373.922214284124
1.6484 44414.946556066716
1.6560000000000001 44456.33815253702
1.6635999999999997 44497.92144060057
1.6711999999999998 44539.53857758896
1.6787999999999998 44581.04813016185
1.6864 44622.323837344666
1.694 44663.25344495899
1.7016 44703.73760870079
1.7092 44743.68886312683
1.7168 44783.03065382271
1.7244000000000002 44821.696430046206
1.7320000000000002 44859.62879516774
1.7395999999999998 44896.77871226333
1.7471999999999999 44933.104762257484
1.7548 44968.57245205951
1.7624 45003.153570189716
1.77 45036.82558744977
1.7775999999999998 45069.57110025267
1.7852 45101.37731429489
1.7928 45132.23556632168
1.8004 45162.14088180949
1.808 45191.09156646366
1.8155999999999999 45219.08882950616
1.8232 45246.13643680577
1.8308 45272.240391982225
1.8384 45297.4086436943
1.846 45321.65081740176
